index;GROUP;CODE;NAME;YEAR;DISEASE;DENOMINATOR;INCIDENCE_RATE
9684;WHO Regions;amr;Region of the Americas;1987;PERTUSSIS;per 1,000,000 total population;49,9
9685;WHO Regions;amr;Region of the Americas;1987;YFEVER;per 1,000,000 total population;1,1
9686;WHO Regions;amr;Region of the Americas;1987;TTETANUS;per 1,000,000 total population;6,5
9687;WHO Regions;amr;Region of the Americas;1987;POLIO;per 1,000,000 <15 population;2,8
10031;WHO Regions;emr;Eastern Mediterranean Region;1987;TTETANUS;per 1,000,000 total population;43,6
10032;WHO Regions;emr;Eastern Mediterranean Region;1987;POLIO;per 1,000,000 <15 population;20,3
10033;WHO Regions;emr;Eastern Mediterranean Region;1987;NTETANUS;per 1000 live births;0,8
10034;WHO Regions;emr;Eastern Mediterranean Region;1987;DIPHTHERIA;per 1,000,000 total population;18,3
10035;WHO Regions;emr;Eastern Mediterranean Region;1987;MEASLES;per 1,000,000 total population;510,2
10036;WHO Regions;emr;Eastern Mediterranean Region;1987;PERTUSSIS;per 1,000,000 total population;204,5
10037;WHO Regions;emr;Eastern Mediterranean Region;1987;YFEVER;per 1,000,000 total population;
10066;WHO Regions;eur;European Region;1987;POLIO;per 1,000,000 <15 population;0,2
10067;WHO Regions;eur;European Region;1987;PERTUSSIS;per 1,000,000 total population;224,5
10068;WHO Regions;eur;European Region;1987;NTETANUS;per 1000 live births;0,0
10069;WHO Regions;eur;European Region;1987;MEASLES;per 1,000,000 total population;330,1
10070;WHO Regions;eur;European Region;1987;TTETANUS;per 1,000,000 total population;1,4
10071;WHO Regions;eur;European Region;1987;DIPHTHERIA;per 1,000,000 total population;0,1
10072;WHO Regions;eur;European Region;1987;YFEVER;per 1,000,000 total population;
10731;WHO Regions;sear;South-East Asia Region;1987;NTETANUS;per 1000 live births;0,1
10732;WHO Regions;sear;South-East Asia Region;1987;TTETANUS;per 1,000,000 total population;28,6
10733;WHO Regions;sear;South-East Asia Region;1987;POLIO;per 1,000,000 <15 population;62,6
10734;WHO Regions;sear;South-East Asia Region;1987;DIPHTHERIA;per 1,000,000 total population;11,4
10735;WHO Regions;sear;South-East Asia Region;1987;PERTUSSIS;per 1,000,000 total population;166,9
10736;WHO Regions;sear;South-East Asia Region;1987;YFEVER;per 1,000,000 total population;
10737;WHO Regions;sear;South-East Asia Region;1987;MEASLES;per 1,000,000 total population;258,4
10990;WHO Regions;wpr;Western Pacific Region;1987;DIPHTHERIA;per 1,000,000 total population;2,8
10991;WHO Regions;wpr;Western Pacific Region;1987;NTETANUS;per 1000 live births;0,4
10992;WHO Regions;wpr;Western Pacific Region;1987;TTETANUS;per 1,000,000 total population;15,0
10993;WHO Regions;wpr;Western Pacific Region;1987;YFEVER;per 1,000,000 total population;
10994;WHO Regions;wpr;Western Pacific Region;1987;MEASLES;per 1,000,000 total population;177,0
10995;WHO Regions;wpr;Western Pacific Region;1987;POLIO;per 1,000,000 <15 population;8,1
10996;WHO Regions;wpr;Western Pacific Region;1987;PERTUSSIS;per 1,000,000 total population;75,1
11039;WHO Regions;afr;African Region;1988;DIPHTHERIA;per 1,000,000 total population;7,3
11040;WHO Regions;afr;African Region;1988;YFEVER;per 1,000,000 total population;40,4
11041;WHO Regions;afr;African Region;1988;MEASLES;per 1,000,000 total population;1281,2
11042;WHO Regions;afr;African Region;1988;PERTUSSIS;per 1,000,000 total population;241,0
11043;WHO Regions;afr;African Region;1988;NTETANUS;per 1000 live births;0,5
11044;WHO Regions;afr;African Region;1988;POLIO;per 1,000,000 <15 population;21,4
11045;WHO Regions;afr;African Region;1988;TTETANUS;per 1,000,000 total population;33,8
11060;WHO Regions;amr;Region of the Americas;1988;NTETANUS;per 1000 live births;0,1
11061;WHO Regions;amr;Region of the Americas;1988;PERTUSSIS;per 1,000,000 total population;36,6
11062;WHO Regions;amr;Region of the Americas;1988;DIPHTHERIA;per 1,000,000 total population;2,0
11063;WHO Regions;amr;Region of the Americas;1988;POLIO;per 1,000,000 <15 population;1,5
11064;WHO Regions;amr;Region of the Americas;1988;YFEVER;per 1,000,000 total population;1,1
11065;WHO Regions;amr;Region of the Americas;1988;TTETANUS;per 1,000,000 total population;5,6
11066;WHO Regions;amr;Region of the Americas;1988;MEASLES;per 1,000,000 total population;191,4
11410;WHO Regions;emr;Eastern Mediterranean Region;1988;PERTUSSIS;per 1,000,000 total population;227,2
11411;WHO Regions;emr;Eastern Mediterranean Region;1988;TTETANUS;per 1,000,000 total population;40,2
11412;WHO Regions;emr;Eastern Mediterranean Region;1988;MEASLES;per 1,000,000 total population;367,5
11413;WHO Regions;emr;Eastern Mediterranean Region;1988;NTETANUS;per 1000 live births;0,8
11414;WHO Regions;emr;Eastern Mediterranean Region;1988;YFEVER;per 1,000,000 total population;
11415;WHO Regions;emr;Eastern Mediterranean Region;1988;DIPHTHERIA;per 1,000,000 total population;14,3
11416;WHO Regions;emr;Eastern Mediterranean Region;1988;POLIO;per 1,000,000 <15 population;15,4
11445;WHO Regions;eur;European Region;1988;PERTUSSIS;per 1,000,000 total population;110,0
11446;WHO Regions;eur;European Region;1988;MEASLES;per 1,000,000 total population;629,8
11447;WHO Regions;eur;European Region;1988;DIPHTHERIA;per 1,000,000 total population;0,0
11448;WHO Regions;eur;European Region;1988;POLIO;per 1,000,000 <15 population;0,4
11449;WHO Regions;eur;European Region;1988;TTETANUS;per 1,000,000 total population;1,3
11450;WHO Regions;eur;European Region;1988;NTETANUS;per 1000 live births;0,0
11451;WHO Regions;eur;European Region;1988;YFEVER;per 1,000,000 total population;
12110;WHO Regions;sear;South-East Asia Region;1988;MEASLES;per 1,000,000 total population;232,3
12111;WHO Regions;sear;South-East Asia Region;1988;DIPHTHERIA;per 1,000,000 total population;15,6
12112;WHO Regions;sear;South-East Asia Region;1988;TTETANUS;per 1,000,000 total population;27,3
12113;WHO Regions;sear;South-East Asia Region;1988;POLIO;per 1,000,000 <15 population;52,4
12114;WHO Regions;sear;South-East Asia Region;1988;YFEVER;per 1,000,000 total population;
12115;WHO Regions;sear;South-East Asia Region;1988;NTETANUS;per 1000 live births;0,4
12116;WHO Regions;sear;South-East Asia Region;1988;PERTUSSIS;per 1,000,000 total population;154,6
12369;WHO Regions;wpr;Western Pacific Region;1988;MEASLES;per 1,000,000 total population;146,1
12370;WHO Regions;wpr;Western Pacific Region;1988;YFEVER;per 1,000,000 total population;
12371;WHO Regions;wpr;Western Pacific Region;1988;NTETANUS;per 1000 live births;0,2
12372;WHO Regions;wpr;Western Pacific Region;1988;TTETANUS;per 1,000,000 total population;17,0
12373;WHO Regions;wpr;Western Pacific Region;1988;PERTUSSIS;per 1,000,000 total population;48,9
12374;WHO Regions;wpr;Western Pacific Region;1988;POLIO;per 1,000,000 <15 population;4,8
12375;WHO Regions;wpr;Western Pacific Region;1988;DIPHTHERIA;per 1,000,000 total population;1,7
12418;WHO Regions;afr;African Region;1989;DIPHTHERIA;per 1,000,000 total population;14,7
12419;WHO Regions;afr;African Region;1989;POLIO;per 1,000,000 <15 population;14,1
12420;WHO Regions;afr;African Region;1989;MEASLES;per 1,000,000 total population;1161,6
12421;WHO Regions;afr;African Region;1989;TTETANUS;per 1,000,000 total population;31,0
12422;WHO Regions;afr;African Region;1989;NTETANUS;per 1000 live births;0,4
12423;WHO Regions;afr;African Region;1989;YFEVER;per 1,000,000 total population;18,8
12424;WHO Regions;afr;African Region;1989;PERTUSSIS;per 1,000,000 total population;276,7
12439;WHO Regions;amr;Region of the Americas;1989;POLIO;per 1,000,000 <15 population;0,5
12440;WHO Regions;amr;Region of the Americas;1989;YFEVER;per 1,000,000 total population;1,1
12441;WHO Regions;amr;Region of the Americas;1989;NTETANUS;per 1000 live births;0,1
12442;WHO Regions;amr;Region of the Americas;1989;DIPHTHERIA;per 1,000,000 total population;1,5
12443;WHO Regions;amr;Region of the Americas;1989;MEASLES;per 1,000,000 total population;194,4
12444;WHO Regions;amr;Region of the Americas;1989;TTETANUS;per 1,000,000 total population;5,0
12445;WHO Regions;amr;Region of the Americas;1989;PERTUSSIS;per 1,000,000 total population;48,1
12789;WHO Regions;emr;Eastern Mediterranean Region;1989;PERTUSSIS;per 1,000,000 total population;112,8
12790;WHO Regions;emr;Eastern Mediterranean Region;1989;YFEVER;per 1,000,000 total population;
12791;WHO Regions;emr;Eastern Mediterranean Region;1989;TTETANUS;per 1,000,000 total population;37,4
12792;WHO Regions;emr;Eastern Mediterranean Region;1989;NTETANUS;per 1000 live births;0,5
12793;WHO Regions;emr;Eastern Mediterranean Region;1989;POLIO;per 1,000,000 <15 population;14,9
12794;WHO Regions;emr;Eastern Mediterranean Region;1989;DIPHTHERIA;per 1,000,000 total population;17,7
12795;WHO Regions;emr;Eastern Mediterranean Region;1989;MEASLES;per 1,000,000 total population;235,5
12824;WHO Regions;eur;European Region;1989;NTETANUS;per 1000 live births;0,0
12825;WHO Regions;eur;European Region;1989;TTETANUS;per 1,000,000 total population;1,2
12826;WHO Regions;eur;European Region;1989;MEASLES;per 1,000,000 total population;828,2
12827;WHO Regions;eur;European Region;1989;YFEVER;per 1,000,000 total population;
12828;WHO Regions;eur;European Region;1989;PERTUSSIS;per 1,000,000 total population;154,7
12829;WHO Regions;eur;European Region;1989;DIPHTHERIA;per 1,000,000 total population;0,1
12830;WHO Regions;eur;European Region;1989;POLIO;per 1,000,000 <15 population;0,2
13489;WHO Regions;sear;South-East Asia Region;1989;POLIO;per 1,000,000 <15 population;30,9
13490;WHO Regions;sear;South-East Asia Region;1989;TTETANUS;per 1,000,000 total population;33,3
13491;WHO Regions;sear;South-East Asia Region;1989;NTETANUS;per 1000 live births;0,4
13492;WHO Regions;sear;South-East Asia Region;1989;YFEVER;per 1,000,000 total population;
13493;WHO Regions;sear;South-East Asia Region;1989;PERTUSSIS;per 1,000,000 total population;214,2
13494;WHO Regions;sear;South-East Asia Region;1989;DIPHTHERIA;per 1,000,000 total population;11,1
13495;WHO Regions;sear;South-East Asia Region;1989;MEASLES;per 1,000,000 total population;344,2
13748;WHO Regions;wpr;Western Pacific Region;1989;YFEVER;per 1,000,000 total population;
13749;WHO Regions;wpr;Western Pacific Region;1989;PERTUSSIS;per 1,000,000 total population;37,4
13750;WHO Regions;wpr;Western Pacific Region;1989;DIPHTHERIA;per 1,000,000 total population;1,4
13751;WHO Regions;wpr;Western Pacific Region;1989;POLIO;per 1,000,000 <15 population;12,4
13752;WHO Regions;wpr;Western Pacific Region;1989;NTETANUS;per 1000 live births;0,1
13753;WHO Regions;wpr;Western Pacific Region;1989;MEASLES;per 1,000,000 total population;146,8
13754;WHO Regions;wpr;Western Pacific Region;1989;TTETANUS;per 1,000,000 total population;15,2
13797;WHO Regions;afr;African Region;1990;PERTUSSIS;per 1,000,000 total population;224,6
13798;WHO Regions;afr;African Region;1990;DIPHTHERIA;per 1,000,000 total population;6,2
13799;WHO Regions;afr;African Region;1990;POLIO;per 1,000,000 <15 population;20,9
13800;WHO Regions;afr;African Region;1990;TTETANUS;per 1,000,000 total population;28,0
13801;WHO Regions;afr;African Region;1990;MEASLES;per 1,000,000 total population;999,9
13802;WHO Regions;afr;African Region;1990;NTETANUS;per 1000 live births;0,3
13803;WHO Regions;afr;African Region;1990;YFEVER;per 1,000,000 total population;24,9
13818;WHO Regions;amr;Region of the Americas;1990;PERTUSSIS;per 1,000,000 total population;53,0
13819;WHO Regions;amr;Region of the Americas;1990;DIPHTHERIA;per 1,000,000 total population;1,2
13820;WHO Regions;amr;Region of the Americas;1990;NTETANUS;per 1000 live births;0,1
13821;WHO Regions;amr;Region of the Americas;1990;MEASLES;per 1,000,000 total population;304,5
13822;WHO Regions;amr;Region of the Americas;1990;POLIO;per 1,000,000 <15 population;0,1
13823;WHO Regions;amr;Region of the Americas;1990;TTETANUS;per 1,000,000 total population;4,4
13824;WHO Regions;amr;Region of the Americas;1990;YFEVER;per 1,000,000 total population;0,4
14168;WHO Regions;emr;Eastern Mediterranean Region;1990;DIPHTHERIA;per 1,000,000 total population;10,4
14169;WHO Regions;emr;Eastern Mediterranean Region;1990;MEASLES;per 1,000,000 total population;170,1
14170;WHO Regions;emr;Eastern Mediterranean Region;1990;NTETANUS;per 1000 live births;0,4
14171;WHO Regions;emr;Eastern Mediterranean Region;1990;TTETANUS;per 1,000,000 total population;29,8
14172;WHO Regions;emr;Eastern Mediterranean Region;1990;YFEVER;per 1,000,000 total population;
14173;WHO Regions;emr;Eastern Mediterranean Region;1990;POLIO;per 1,000,000 <15 population;9,9
14174;WHO Regions;emr;Eastern Mediterranean Region;1990;PERTUSSIS;per 1,000,000 total population;79,0
14203;WHO Regions;eur;European Region;1990;NTETANUS;per 1000 live births;0,0
14204;WHO Regions;eur;European Region;1990;MEASLES;per 1,000,000 total population;275,1
14205;WHO Regions;eur;European Region;1990;POLIO;per 1,000,000 <15 population;0,3
14206;WHO Regions;eur;European Region;1990;TTETANUS;per 1,000,000 total population;1,2
14207;WHO Regions;eur;European Region;1990;YFEVER;per 1,000,000 total population;
14208;WHO Regions;eur;European Region;1990;DIPHTHERIA;per 1,000,000 total population;1,8
14209;WHO Regions;eur;European Region;1990;PERTUSSIS;per 1,000,000 total population;141,0
14868;WHO Regions;sear;South-East Asia Region;1990;NTETANUS;per 1000 live births;0,3
14869;WHO Regions;sear;South-East Asia Region;1990;DIPHTHERIA;per 1,000,000 total population;8,8
14870;WHO Regions;sear;South-East Asia Region;1990;TTETANUS;per 1,000,000 total population;27,4
14871;WHO Regions;sear;South-East Asia Region;1990;POLIO;per 1,000,000 <15 population;22,9
14872;WHO Regions;sear;South-East Asia Region;1990;YFEVER;per 1,000,000 total population;
14873;WHO Regions;sear;South-East Asia Region;1990;PERTUSSIS;per 1,000,000 total population;118,8
14874;WHO Regions;sear;South-East Asia Region;1990;MEASLES;per 1,000,000 total population;171,3
15127;WHO Regions;wpr;Western Pacific Region;1990;MEASLES;per 1,000,000 total population;101,3
15128;WHO Regions;wpr;Western Pacific Region;1990;YFEVER;per 1,000,000 total population;
15129;WHO Regions;wpr;Western Pacific Region;1990;DIPHTHERIA;per 1,000,000 total population;1,3
15130;WHO Regions;wpr;Western Pacific Region;1990;TTETANUS;per 1,000,000 total population;9,5
15131;WHO Regions;wpr;Western Pacific Region;1990;PERTUSSIS;per 1,000,000 total population;23,2
15132;WHO Regions;wpr;Western Pacific Region;1990;NTETANUS;per 1000 live births;0,1
15133;WHO Regions;wpr;Western Pacific Region;1990;POLIO;per 1,000,000 <15 population;13,5
15176;WHO Regions;afr;African Region;1991;POLIO;per 1,000,000 <15 population;7,9
15177;WHO Regions;afr;African Region;1991;TTETANUS;per 1,000,000 total population;26,1
15178;WHO Regions;afr;African Region;1991;PERTUSSIS;per 1,000,000 total population;578,0
15179;WHO Regions;afr;African Region;1991;DIPHTHERIA;per 1,000,000 total population;10,6
15180;WHO Regions;afr;African Region;1991;NTETANUS;per 1000 live births;0,3
15181;WHO Regions;afr;African Region;1991;YFEVER;per 1,000,000 total population;11,8
15182;WHO Regions;afr;African Region;1991;MEASLES;per 1,000,000 total population;979,4
15197;WHO Regions;amr;Region of the Americas;1991;NTETANUS;per 1000 live births;0,1
15198;WHO Regions;amr;Region of the Americas;1991;PERTUSSIS;per 1,000,000 total population;27,3
15199;WHO Regions;amr;Region of the Americas;1991;TTETANUS;per 1,000,000 total population;3,7
15200;WHO Regions;amr;Region of the Americas;1991;DIPHTHERIA;per 1,000,000 total population;0,8
15201;WHO Regions;amr;Region of the Americas;1991;POLIO;per 1,000,000 <15 population;0,0
15202;WHO Regions;amr;Region of the Americas;1991;MEASLES;per 1,000,000 total population;218,5
15203;WHO Regions;amr;Region of the Americas;1991;YFEVER;per 1,000,000 total population;0,7
15547;WHO Regions;emr;Eastern Mediterranean Region;1991;TTETANUS;per 1,000,000 total population;19,9
15548;WHO Regions;emr;Eastern Mediterranean Region;1991;NTETANUS;per 1000 live births;0,4
15549;WHO Regions;emr;Eastern Mediterranean Region;1991;YFEVER;per 1,000,000 total population;
15550;WHO Regions;emr;Eastern Mediterranean Region;1991;PERTUSSIS;per 1,000,000 total population;12,4
15551;WHO Regions;emr;Eastern Mediterranean Region;1991;POLIO;per 1,000,000 <15 population;13,2
15552;WHO Regions;emr;Eastern Mediterranean Region;1991;DIPHTHERIA;per 1,000,000 total population;3,3
15553;WHO Regions;emr;Eastern Mediterranean Region;1991;MEASLES;per 1,000,000 total population;173,8
15582;WHO Regions;eur;European Region;1991;POLIO;per 1,000,000 <15 population;1,6
15583;WHO Regions;eur;European Region;1991;TTETANUS;per 1,000,000 total population;0,9
15584;WHO Regions;eur;European Region;1991;DIPHTHERIA;per 1,000,000 total population;3,8
15585;WHO Regions;eur;European Region;1991;YFEVER;per 1,000,000 total population;
15586;WHO Regions;eur;European Region;1991;PERTUSSIS;per 1,000,000 total population;133,5
15587;WHO Regions;eur;European Region;1991;NTETANUS;per 1000 live births;0,0
15588;WHO Regions;eur;European Region;1991;MEASLES;per 1,000,000 total population;399,3
16247;WHO Regions;sear;South-East Asia Region;1991;MEASLES;per 1,000,000 total population;157,7
16248;WHO Regions;sear;South-East Asia Region;1991;TTETANUS;per 1,000,000 total population;19,1
16249;WHO Regions;sear;South-East Asia Region;1991;PERTUSSIS;per 1,000,000 total population;80,0
16250;WHO Regions;sear;South-East Asia Region;1991;NTETANUS;per 1000 live births;0,3
16251;WHO Regions;sear;South-East Asia Region;1991;YFEVER;per 1,000,000 total population;
16252;WHO Regions;sear;South-East Asia Region;1991;POLIO;per 1,000,000 <15 population;13,0
16253;WHO Regions;sear;South-East Asia Region;1991;DIPHTHERIA;per 1,000,000 total population;11,1
16506;WHO Regions;wpr;Western Pacific Region;1991;MEASLES;per 1,000,000 total population;123,3
